ID,pid,MATINH,Urban_Rural,age,gender,Q302,Q303A,Q303B,Q304_1,Q304_2,Q304_3,Q304_4,Q305A1,Q305A2,Q305B1,Q305B2,Q306,Q307,Q308,Q309,Q310A1,Q310A2,Q310B1,Q310B2,Q311,Q305A,Q305B,Q310AA,Q310B,region3,agegroup,weight
2.52321E+14,3,25,2,37,2,9,2,0,2,,,,6,63,1,1,4,2,,,,,,,,nông nghi___p,,,,North,15-44,5260223
3.13111E+14,3,31,2,43,2,12,3,0,1,,,,7,75,3,14,6,1,8000,1,,,,,,công nhân,,,,North,15-44,5260223
3.63591E+14,2,36,2,40,2,5,1,0,2,3,,,5,51,9,56,4,1,4000,2,6,63,1,1,1,buôn bán hàng an,,nông nghi___p,,North,15-44,5260223
3.53511E+14,2,35,2,23,2,12,3,0,1,,,,7,75,3,14,2,1,6000,1,,,,,,công nhân may,,,,North,15-44,5260223
1.2791E+13,2,1,2,43,2,12,3,0,3,,,,4,44,14,82,4,1,5000,2,,,,,,làm công ty,,,,North,15-44,5260223
1.4116E+14,3,14,2,34,2,11,2,0,2,,,,6,63,1,1,1,2,,,9,96,9,56,4,nông nghi___p,,bán hàng rau ___chowj,,North,15-44,5260223
1.2741E+13,3,1,2,41,2,12,4,4,3,,,,9,95,19,98,4,1,7000,2,,,,,,t___ kinh doanh bán hàng th___c ph___m t____i s___ng,,,,North,15-44,5260223
3.63631E+14,1,36,2,16,2,10,2,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5260223
3.13121E+14,1,31,2,25,2,12,5,0,1,,,,4,41,6,42,5,1,6500,1,,,,,,Nhân viên van phòng,,,,North,15-44,5260223
2.01781E+14,4,20,2,34,2,12,4,0,1,,,,4,41,14,82,6,1,8000,1,,,,,,Nhân Viên Van Phòng,,,,North,15-44,5260223
2.21991E+14,3,22,2,38,2,12,3,0,3,,,,9,95,21,96,4,1,5000,2,,,,,,t___ kinh doanh,,,,North,15-44,5260223
1.5132E+14,3,15,2,40,2,7,2,0,1,,,,5,52,9,56,2,1,3300,2,,,,,,Bán Hàng,,,,North,15-44,5260223
1.5136E+14,4,15,2,28,2,4,0,0,2,,,,6,63,1,1,1,1,0,2,9,93,6,41,4,làm nông,,ph___ xây,,North,15-44,5260223
3.63611E+14,4,36,2,32,2,9,2,0,3,,,,5,52,7,47,4,1,15000,2,,,,,,bán hàng th___t l__n,,,,North,15-44,5260223
2.21991E+14,1,22,2,19,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5260223
2.22051E+14,3,22,2,28,2,12,3,0,1,,,,9,95,1,1,4,1,4000,2,,,,,,buôn bán nh___,,,,North,15-44,5260223
1.0085E+14,3,10,2,34,2,5,1,0,2,,,,9,92,1,1,4,1,0,2,,,,,,làm ru___ng,,,,North,15-44,5260223
3.53521E+14,3,35,2,22,2,12,3,0,1,,,,7,75,19,97,4,1,3000,2,,,,,,th___ may,,,,North,15-44,5260223
2.21991E+14,1,22,2,37,2,12,5,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5260223
1.2771E+13,3,1,2,20,2,12,3,0,1,,,,7,75,19,98,4,1,5000,2,,,,,,th___ may,,,,North,15-44,5260223
3.13121E+14,3,31,2,44,2,12,3,0,1,,,,7,73,3,15,6,1,8000,1,,,,,,công nhân,,,,North,15-44,5260223
1.91641E+14,3,19,2,29,2,12,4,0,1,,,,5,52,21,96,4,1,10000,2,,,,,,nhân viên bán hàng,,,,North,15-44,5260223
1.514E+14,3,15,2,32,2,5,1,0,2,,,,6,61,1,1,1,2,,,6,61,1,1,1,chan nuôi,,tr___ng chè,,North,15-44,5260223
1.514E+14,4,15,2,30,2,9,2,2,2,,,,6,63,1,1,1,2,,,,,,,,làm nông,,,,North,15-44,5260223
2.52301E+14,4,25,2,35,2,12,3,4,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5260223
3.63651E+14,3,36,2,32,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5260223
1.25009E+13,4,1,2,36,2,12,4,4,1,,,,3,36,16,85,5,1,8000,1,,,,,,Giáo Viên,,,,North,15-44,5260223
2.52301E+14,3,25,2,34,2,9,2,0,2,,,,6,63,1,1,4,2,,,,,,,,nông nghi___p,,,,North,15-44,5260223
3.63611E+14,2,36,2,15,2,10,2,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5260223
1.4119E+14,3,14,2,30,2,9,2,0,2,,,,6,61,1,1,1,2,,,,,,,,Làm Nông Nghi___p,,,,North,15-44,5260223
1.71531E+14,3,17,2,39,2,12,5,0,1,,,,2,23,16,85,5,1,7400,1,5,52,7,47,4,giáo viên,,bán hàng hoa qu___,,North,15-44,5260223
3.13121E+14,1,31,2,23,2,12,3,0,1,,,,9,93,3,13,6,1,7500,1,,,,,,công nhân,,,,North,15-44,5260223
1.0088E+14,6,10,2,34,2,9,0,0,2,,,,6,63,1,1,1,2,,,,,,,,nông nghi___p,,,,North,15-44,5260223
3.53501E+14,2,35,2,26,2,12,5,0,1,,,,2,23,13,74,5,1,6500,1,,,,,,Giáo Viên,,,,North,15-44,5260223
3.13131E+14,1,31,2,20,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5260223
3.63661E+14,3,36,2,32,2,12,5,0,1,,,,3,36,16,85,5,1,10000,1,,,,,,giáo viên,,,,North,15-44,5260223
3.63621E+14,3,36,2,40,2,9,2,0,2,,,,6,63,1,1,1,1,6000,2,,,,,,Ngh___ nông,,,,North,15-44,5260223
3.53471E+14,2,35,2,26,2,12,3,0,1,,,,7,75,21,95,4,1,6200,1,,,,,,công nhân may,,,,North,15-44,5260223
3.33251E+14,5,33,2,31,2,12,4,4,3,,,,9,95,17,86,4,1,15000,2,,,,,,"t___ kinh doanh,ch___ c___a hàng thu___c tây",,,,North,15-44,5260223
3.13121E+14,3,31,2,37,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5260223
1.2741E+13,4,1,2,36,2,12,3,0,3,,,,9,75,7,47,2,1,10000,2,,,,,,kinh doanh,,,,North,15-44,5260223
1.01801E+13,3,1,2,38,2,12,4,0,1,,,,4,43,8,49,5,1,8000,1,,,,,,k___ toán,,,,North,15-44,5260223
3.13121E+14,1,31,2,24,2,12,3,0,1,,,,9,93,3,26,6,1,8000,1,,,,,,công nhân,,,,North,15-44,5260223
1.2711E+13,3,1,2,40,2,9,2,0,2,,,,6,61,1,1,4,1,4000,2,,,,,,hái chè,,,,North,15-44,5260223
3.63661E+14,2,36,2,44,2,9,2,0,3,,,,5,52,21,96,4,1,5000,2,,,,,,Bán hoa qu___,,,,North,15-44,5260223
1.017E+13,3,1,2,25,2,12,3,0,3,,,,9,95,21,96,4,1,3000,2,,,,,,bán quán n_____c,,,,North,15-44,5260223
3.33271E+14,2,33,2,43,2,12,3,0,3,,,,9,95,21,96,2,1,3000,2,6,63,1,1,1,Kinh doanh,,Làm ru___ng,,North,15-44,5260223
1.25009E+13,3,1,2,40,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5260223
1.5132E+14,2,15,2,38,2,9,2,0,3,,,,9,95,9,56,4,1,5000,2,,,,,,bán hàng an sáng,,,,North,15-44,5260223
1.2751E+13,4,1,2,44,2,12,3,0,3,,,,9,95,19,97,4,1,5000,2,,,,,,bán xôi,,,,North,15-44,5260223
2.22021E+14,4,22,2,31,2,9,2,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5260223
1.2811E+13,4,1,2,31,2,12,4,4,1,,,,4,41,15,84,5,1,7000,1,9,95,21,96,4,Nhân viên van pho__ng,,kinh doanh,,North,15-44,5260223
3.33331E+14,3,33,2,40,2,12,3,0,1,,,,7,75,19,97,2,1,5000,2,,,,,,làm công nhân,,,,North,15-44,5260223
3.13121E+14,4,31,2,38,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5260223
1.7148E+14,1,17,2,44,2,12,3,0,2,3,,,6,63,1,1,4,2,,,9,95,9,56,4,nông nghi___p,,Bán hàng,,North,15-44,5260223
1.4125E+14,2,14,2,27,2,9,3,0,3,,,,9,95,7,47,4,1,0,2,,,,,,Bán T___p Hóa,,,,North,15-44,5260223
3.13121E+14,3,31,2,43,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5260223
1.91701E+14,2,19,2,43,2,9,2,0,2,,,,6,61,1,1,1,1,0,2,,,,,,tr___ng tr___t,,,,North,15-44,5260223
3.63621E+14,2,36,2,38,2,12,3,0,3,,,,5,52,21,96,2,1,14000,2,,,,,,Bán qu___n áo,,,,North,15-44,5260223
1.91641E+14,3,19,2,30,2,12,3,0,3,,,,9,95,21,96,4,1,6500,2,6,63,1,1,4,s___a ch___a d___ di___n,,nông nghi___p,,North,15-44,5260223
3.63661E+14,3,36,2,42,2,12,3,0,3,,,,5,52,21,96,4,1,5000,2,,,,,,Bán qu___n áo,,,,North,15-44,5260223
1.4125E+14,1,14,2,26,2,12,5,0,1,3,,,5,52,19,98,2,1,5000,2,,,,,,kinh doanh c___a hàng taiu nhà. nhà thu___c,,,,North,15-44,5260223
3.63611E+14,3,36,2,40,2,9,2,0,2,,,,6,61,1,1,1,1,3000,2,,,,,,nông nghi___p,,,,North,15-44,5260223
1.2801E+13,2,1,2,26,2,12,5,4,1,,,,3,36,16,85,5,1,5000,1,,,,,,giáo viên,,,,North,15-44,5260223
1.7148E+14,2,17,2,38,2,9,2,1,1,,,,9,93,19,98,4,1,5000,2,6,62,1,1,4,làm ch___i,,làm ru___ng,,North,15-44,5260223
1.71531E+14,2,17,2,44,2,7,2,0,2,,,,6,61,1,1,4,1,0,2,,,,,,làm nông,,,,North,15-44,5260223
2.42181E+14,3,24,2,38,2,5,1,0,1,,,,7,74,4,35,6,1,6000,1,,,,,,công nhân diê__n t___,,,,North,15-44,5260223
2.21991E+14,2,22,2,39,2,12,3,0,1,,,,6,63,1,2,4,1,6000,2,,,,,,công nhân,,,,North,15-44,5260223
1.01801E+13,2,1,2,19,2,12,3,1,3,,,,7,75,3,14,4,1,5000,2,,,,,,may,,,,North,15-44,5260223
3.53471E+14,3,35,2,36,2,9,2,0,3,,,,5,52,21,96,2,1,7000,2,,,,,,bán hoa qu___,,,,North,15-44,5260223
2.01861E+14,3,20,2,16,2,10,2,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5260223
3.53471E+14,3,35,2,32,2,12,4,0,3,,,,9,95,17,86,2,1,8000,2,,,,,,bán thu___c tây,,,,North,15-44,5260223
2.42191E+14,2,24,2,40,2,8,1,0,3,,,,9,95,21,96,4,1,6000,2,,,,,,bán hàng an sáng,,,,North,15-44,5260223
2.42211E+14,3,24,2,35,2,12,3,0,1,,,,7,75,3,32,6,1,7500,1,,,,,,Công Nhân,,,,North,15-44,5260223
1.2811E+13,4,1,2,36,2,12,4,0,2,,,,6,61,1,1,2,1,5000,2,,,,,,chan nuôi cá,,,,North,15-44,5260223
1.2771E+13,2,1,2,43,2,12,3,0,1,,,,7,75,19,98,4,1,5000,2,6,63,1,1,1,th___ may,,làm ruô__ng,,North,15-44,5260223
2.42231E+14,4,24,2,40,2,6,1,0,1,,,,8,81,3,32,6,1,9000,1,6,63,1,1,4,di___n t___,,làm ru___ng,,North,15-44,5260223
1.71551E+14,2,17,2,39,2,9,2,0,2,,,,6,63,1,1,4,2,,,,,,,,làm ru___ng,,,,North,15-44,5260223
1.2741E+13,2,1,2,31,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5260223
3.53501E+14,2,35,2,37,2,12,3,0,3,,,,9,95,9,56,2,1,10000,2,,,,,,làm bánh b___o t___i nhà,,,,North,15-44,5260223
1.71581E+14,3,17,2,34,2,10,2,0,1,,,,7,75,3,14,4,1,1000,2,6,62,1,1,4,làm công an l____ng,,chan nuôi,,North,15-44,5260223
2.22051E+14,1,22,2,28,2,11,2,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5260223
2.52281E+14,3,25,2,41,2,5,1,0,2,,,,9,95,9,56,4,1,9000,2,,,,,,di ch___ bán hàng rau,,,,North,15-44,5260223
2.42191E+14,4,24,2,35,2,9,2,0,1,,,,7,75,3,14,6,1,6000,1,,,,,,công nhân may,,,,North,15-44,5260223
1.01801E+13,1,1,2,27,2,9,2,0,3,,,,9,95,7,47,4,1,3000,2,,,,,,bán qu___n áo,,,,North,15-44,5260223
2.52281E+14,3,25,2,35,2,4,0,0,2,,,,9,95,9,56,4,1,5000,2,,,,,,Bán Hàng Cá T___i Ch___,,,,North,15-44,5260223
3.33301E+14,2,33,2,15,2,9,2,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5260223
1.01801E+13,3,1,2,37,2,12,3,0,2,,,,6,63,1,1,1,1,5000,2,,,,,,làm ru___ng,,,,North,15-44,5260223
1.0085E+14,3,10,2,34,2,9,2,0,3,,,,5,52,7,47,4,1,6000,2,,,,,,bán hàng rau c___ t___i ch___,,,,North,15-44,5260223
1.01801E+13,1,1,2,16,2,11,2,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5260223
3.63561E+14,3,36,2,31,2,9,2,0,2,,,,6,63,1,1,1,1,8000,2,,,,,,"Tr___ng lúa, hoa màu",,,,North,15-44,5260223
1.91641E+14,4,19,2,38,2,12,3,2,1,,,,7,74,2,5,5,1,6000,2,,,,,,làm công nhân,,,,North,15-44,5260223
3.63631E+14,2,36,2,36,2,12,5,0,1,,,,4,43,13,69,4,1,12000,1,,,,,,Nhân viên van phòng,,,,North,15-44,5260223
3.53501E+14,2,35,2,21,2,12,3,2,3,,,,5,52,21,96,2,1,5000,1,,,,,,Nhân Viên bán hàng qu___n áo,,,,North,15-44,5260223
2.42151E+14,2,24,2,37,2,9,2,0,3,,,,7,75,19,98,4,1,4000,2,,,,,,th___ may t___ do,,,,North,15-44,5260223
3.13131E+14,3,31,2,30,2,12,4,4,1,,,,5,52,19,98,4,1,8000,2,,,,,,bán hàng,,,,North,15-44,5260223
1.2751E+13,2,1,2,23,2,12,3,0,3,,,,9,95,19,98,4,1,8000,2,,,,,,bán hàng t___i nhà,,,,North,15-44,5260223
1.25009E+13,3,1,2,38,2,12,3,0,3,,,,9,95,9,56,4,1,10000,2,,,,,,"t___ do_ bán hàng an s___n giò, ch___, nem",,,,North,15-44,5260223
1.71581E+14,4,17,2,37,2,12,3,0,1,,,,7,75,3,14,4,1,4000,2,,,,,,Công Nhân,,,,North,15-44,5260223
3.53521E+14,4,35,2,29,2,9,2,0,1,,,,7,75,3,14,4,1,2000,2,,,,,,may,,,,North,15-44,5260223
1.25009E+13,2,1,2,25,2,12,4,4,1,,,,7,75,3,32,3,1,7000,1,,,,,,công nhân,,,,North,15-44,5260223
3.33321E+14,3,33,2,30,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5260223
1.25009E+13,3,1,2,41,2,12,3,0,2,,,,6,63,1,1,1,1,2000,2,,,,,,làm ru___ng,,,,North,15-44,5260223
2.21991E+14,1,22,2,19,2,11,2,0,3,,,,9,95,19,98,4,1,5000,2,,,,,,Bán Hàng,,,,North,15-44,5260223
1.25009E+13,3,1,2,43,2,12,3,0,3,,,,9,95,9,56,4,1,4000,2,,,,,,bán hoa qu___,,,,North,15-44,5260223
2.52321E+14,3,25,2,34,2,9,2,0,1,,,,9,96,4,35,6,1,5000,1,,,,,,công nhân may,,,,North,15-44,5260223
3.13111E+14,3,31,2,32,2,12,3,0,1,,,,7,75,3,14,4,1,7000,1,,,,,,công nhân,,,,North,15-44,5260223
2.42191E+14,2,24,2,18,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5260223
3.63601E+14,3,36,2,40,2,12,4,0,1,,,,2,23,16,85,5,1,4000,1,,,,,,giáo viên m___m non,,,,North,15-44,5260223
1.25009E+13,3,1,2,38,2,12,3,0,1,,,,7,75,3,26,4,1,10000,1,,,,,,công nhân,,,,North,15-44,5260223
2.52321E+14,4,25,2,33,2,12,5,0,1,,,,3,36,16,85,5,1,2800,1,5,52,9,56,4,giáo viên,,Ba__n hoa qu___,,North,15-44,5260223
1.2711E+13,4,1,2,38,2,12,4,4,2,,,,9,92,1,1,4,1,3000,2,,,,,,tr___ng tr___t cây chè,,,,North,15-44,5260223
3.63591E+14,3,36,2,30,2,7,1,0,2,,,,6,61,1,1,4,1,1000,2,,,,,,lamf nong,,,,North,15-44,5260223
3.13121E+14,3,31,2,28,2,12,0,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5260223
1.2721E+13,3,1,2,26,2,12,3,0,3,,,,9,95,7,47,4,1,3500,2,,,,,,bán vàng h____ng t___i nhà,,,,North,15-44,5260223
1.2721E+13,4,1,2,43,2,12,3,0,2,,,,6,61,1,1,4,1,5000,2,,,,,,tr___ng tr___t,,,,North,15-44,5260223
2.42151E+14,2,24,2,42,2,6,1,0,1,,,,7,71,6,41,4,1,6000,2,6,63,1,1,1,Ph___ xây d___ng,,"Chan nuôi, làm ru___ng",,North,15-44,5260223
1.2791E+13,2,1,2,42,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5260223
1.2741E+13,4,1,2,36,2,12,3,0,3,,,,5,51,19,98,4,1,7000,2,,,,,,kính doanh,,,,North,15-44,5260223
1.2751E+13,3,1,2,42,2,12,3,0,3,,,,9,95,19,98,4,1,8000,2,,,,,,Kinh doanh ta__p ho__a,,,,North,15-44,5260223
1.4125E+14,3,14,2,31,2,12,3,0,3,,,,9,95,9,56,2,1,1000,2,,,,,,vâ__n bánh rán,,,,North,15-44,5260223
3.63631E+14,3,36,2,40,2,12,5,0,1,,,,4,41,13,69,4,1,10000,1,,,,,,Nhân viên ki___m hàng,,,,North,15-44,5260223
2.52281E+14,2,25,2,15,2,10,2,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5260223
1.71551E+14,2,17,2,27,2,12,3,0,1,,,,9,93,19,97,4,1,2000,2,,,,,,S___n Xu___t Dây D___ng Di___n,,,,North,15-44,5260223
3.33231E+14,1,33,2,41,2,12,3,0,1,,,,4,41,7,45,4,1,8000,1,,,,,,nhân viên van phòng,,,,North,15-44,5260223
1.2771E+13,2,1,2,32,2,12,3,0,3,,,,9,95,19,98,4,1,6000,2,,,,,,bán t___p hóa,,,,North,15-44,5260223
1.2771E+13,3,1,2,40,2,12,3,0,1,,,,7,75,19,98,4,1,4000,2,6,63,1,1,1,công nhân may,,làm ruô__ng,,North,15-44,5260223
1.2771E+13,3,1,2,33,2,12,3,0,3,,,,7,75,19,98,4,1,5000,2,6,63,1,1,1,th___ may,,làm ru___ng,,North,15-44,5260223
3.13141E+14,2,31,2,17,2,9,2,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5260223
3.63591E+14,3,36,2,40,2,9,2,0,3,,,,5,51,9,56,2,1,3000,2,,,,,,Bán Hàng,,,,North,15-44,5260223
1.2781E+13,3,1,2,37,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5260223
1.2781E+13,4,1,2,34,2,12,3,0,3,,,,9,95,9,56,2,1,3000,2,,,,,,bán t___p hoá,,,,North,15-44,5260223
1.2781E+13,1,1,2,43,2,12,4,1,1,,,,4,42,16,85,4,1,6000,1,,,,,,k___ toán,,,,North,15-44,5260223
2.01871E+14,4,20,2,34,2,9,2,0,2,,,,6,61,1,1,1,1,0,2,,,,,,nông nghiêp,,,,North,15-44,5260223
1.2791E+13,4,1,2,38,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5260223
3.53531E+14,4,35,2,30,2,12,3,0,1,,,,8,81,3,25,6,1,6000,1,,,,,,công nhân làm ___ khoá,,,,North,15-44,5260223
3.53501E+14,2,35,2,41,2,12,3,0,3,,,,7,75,3,14,2,1,6500,2,,,,,,Làm th___ máy ___ nhà,,,,North,15-44,5260223
1.2741E+13,3,1,2,27,2,12,3,4,1,,,,5,52,17,86,4,1,5000,2,,,,,,bán cho hi___u thu___c,,,,North,15-44,5260223
1.28211E+13,3,1,2,39,2,12,3,0,3,,,,9,95,9,56,4,1,10000,2,,,,,,kinh doanh( c___a hàng an u___ng),,,,North,15-44,5260223
1.0085E+14,2,10,2,39,2,5,2,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5260223
3.33251E+14,3,33,2,31,2,12,3,0,2,,,,6,63,1,1,1,1,2000,2,,,,,,Làm ruô__ng,,,,North,15-44,5260223
2.01871E+14,3,20,2,36,2,7,1,0,2,,,,6,61,1,1,1,1,0,2,,,,,,nông nghi___p,,,,North,15-44,5260223
1.0085E+14,4,10,2,37,2,12,5,0,1,,,,4,41,16,85,5,1,7000,1,6,63,1,1,4,giao viê,,nông nghi___p,,North,15-44,5260223
1.0085E+14,2,10,2,15,2,9,2,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5260223
1.2771E+13,3,1,2,34,2,12,3,0,1,,,,7,75,19,98,4,1,4000,2,6,63,1,1,1,công nhân may,,làm ru___ng,,North,15-44,5260223
3.53471E+14,4,35,2,29,2,12,3,0,3,,,,5,52,9,56,2,1,6500,2,,,,,,bán cháo dinh d_____ng,,,,North,15-44,5260223
3.13161E+14,1,31,2,39,2,12,3,2,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5260223
3.13131E+14,3,31,2,34,2,12,5,0,1,,,,3,36,16,85,5,1,5000,1,,,,,,giáo viên,,,,North,15-44,5260223
1.71581E+14,3,17,2,37,2,8,1,0,2,,,,6,61,1,1,1,2,,,,,,,,Chan Nuôi,,,,North,15-44,5260223
3.63661E+14,3,36,2,26,2,12,3,0,3,,,,5,51,9,56,2,1,5000,2,,,,,,Bán T___p Hóa,,,,North,15-44,5260223
3.63631E+14,1,36,2,21,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5260223
1.71551E+14,3,17,2,26,2,12,3,1,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5260223
1.71531E+14,3,17,2,35,2,12,4,0,3,,,,5,52,1,2,4,1,20000,2,,,,,,bán thoeets b___ gia d___ng,,,,North,15-44,5260223
1.71531E+14,3,17,2,37,2,12,3,0,2,,,,6,63,1,1,4,2,,,,,,,,nông nghi___p,,,,North,15-44,5260223
1.71531E+14,3,17,2,34,2,12,3,4,1,,,,3,36,16,85,5,1,5412,1,,,,,,Giáo Viên,,,,North,15-44,5260223
3.53521E+14,3,35,2,32,2,12,3,1,2,,,,7,75,3,14,2,1,4000,2,,,,,,th___ may,,,,North,15-44,5260223
1.01801E+13,3,1,2,23,2,12,3,0,1,,,,4,41,9,56,4,1,6000,1,,,,,,k___ toán,,,,North,15-44,5260223
3.63631E+14,3,36,2,37,2,12,4,0,3,,,,5,51,9,56,2,1,5000,2,,,,,,Buôn Bán Hàng Rau,,,,North,15-44,5260223
1.2751E+13,2,1,2,32,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5260223
3.63601E+14,2,36,2,26,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5260223
3.33301E+14,3,33,2,31,2,12,3,0,3,,,,9,95,7,47,4,1,5000,2,,,,,,Kinh Doanh,,,,North,15-44,5260223
3.33231E+14,3,33,2,31,2,12,4,2,1,,,,7,75,17,86,4,1,7000,1,,,,,,làm d_____c,,,,North,15-44,5260223
3.53501E+14,1,35,2,16,2,10,2,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5260223
3.63621E+14,3,36,2,37,2,9,2,0,1,,,,7,75,20,99,4,1,9000,1,,,,,,Công Nhân may,,,,North,15-44,5260223
3.33261E+14,1,33,2,26,2,12,3,0,2,,,,6,61,1,1,1,1,2000,2,,,,,,La__m ruô__ng,,,,North,15-44,5260223
3.33261E+14,2,33,2,21,2,12,3,3,3,,,,9,95,7,47,4,1,10000,2,,,,,,t___ kinh doanh.c___a hàng bán di___n tho___i di d___ng,,,,North,15-44,5260223
3.13131E+14,5,31,2,31,2,12,4,2,1,,,,9,94,16,85,5,1,5000,1,,,,,,N___u An t___i tr_____ng m___m non,,,,North,15-44,5260223
1.25009E+13,3,1,2,36,2,12,3,0,1,,,,7,75,3,14,4,1,7000,1,,,,,,công nhân,,,,North,15-44,5260223
2.21991E+14,2,22,2,33,2,12,3,0,1,,,,6,63,1,2,4,1,4000,2,,,,,,Công nhân,,,,North,15-44,5260223
3.33271E+14,3,33,2,38,2,12,3,0,1,,,,7,74,3,26,6,1,6200,1,,,,,,công nhân,,,,North,15-44,5260223
3.53471E+14,2,35,2,26,2,12,4,0,3,,,,5,51,17,86,2,1,7000,2,,,,,,bán ti___m thu___c tây,,,,North,15-44,5260223
3.33251E+14,2,33,2,25,2,12,3,0,2,,,,6,63,1,1,4,1,3000,2,,,,,,chan nuôi gà t___i nhà,,,,North,15-44,5260223
3.63611E+14,2,36,2,23,2,1,4,2,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5260223
3.13121E+14,2,31,2,19,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5260223
1.2801E+13,3,1,2,41,2,12,3,0,1,,,,7,75,19,97,2,1,6000,2,,,,,,dán m___ ngh___,,,,North,15-44,5260223
3.33231E+14,2,33,2,39,2,12,4,0,1,,,,3,34,14,82,5,1,1000,1,,,,,,nhân viên van phòng,,,,North,15-44,5260223
3.33281E+14,1,33,2,28,2,12,4,4,3,,,,9,95,21,95,4,1,6000,2,,,,,,Kinh doanh,,,,North,15-44,5260223
2.01831E+14,1,20,2,43,2,5,1,0,2,,,,6,63,1,1,4,2,,,,,,,,nông nghi___p,,,,North,15-44,5260223
2.52371E+14,3,25,2,34,2,12,3,0,1,,,,9,93,19,97,4,1,6000,1,,,,,,Làm May Bao Bì,,,,North,15-44,5260223
1.7148E+14,3,17,2,38,2,12,3,0,2,,,,6,61,1,1,1,1,2000,2,,,,,,Nông Nghi___p,,,,North,15-44,5260223
3.13141E+14,3,31,2,43,2,12,3,0,1,,,,9,93,3,13,4,1,6000,1,,,,,,công nhân,,,,North,15-44,5260223
1.4119E+14,2,14,2,27,2,12,3,4,2,,,,6,61,1,1,1,1,1000,2,,,,,,Làm Nông Nghi___p,,,,North,15-44,5260223
1.01801E+13,3,1,2,39,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5260223
1.4125E+14,3,14,2,21,2,12,4,4,1,,,,5,52,14,82,4,2,,,,,,,,ngh___ sinh,,,,North,15-44,5260223
3.63561E+14,2,36,2,29,2,9,2,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5260223
1.4122E+14,2,14,2,21,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5260223
3.63591E+14,4,36,2,38,2,9,2,0,1,2,,,7,75,21,94,5,1,9000,1,6,61,1,1,4,công nhân may,,nông nghi___p,,North,15-44,5260223
3.33321E+14,2,33,2,31,2,12,4,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5260223
1.71581E+14,2,17,2,31,2,12,3,2,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5260223
1.2801E+13,2,1,2,43,2,12,3,0,3,,,,7,73,3,16,4,1,6000,2,,,,,,làm s__n mài,,,,North,15-44,5260223
3.63641E+14,5,36,2,38,2,9,2,0,1,,,,9,96,6,41,4,1,3500,2,,,,,,công nhân xây d__ng,,,,North,15-44,5260223
1.25009E+13,3,1,2,32,2,12,4,0,3,,,,9,95,9,56,2,1,5000,2,,,,,,Kinh doanh,,,,North,15-44,5260223
3.33301E+14,2,33,2,25,2,12,3,0,3,,,,9,95,9,56,2,1,5000,2,,,,,,Kinh doanh,,,,North,15-44,5260223
1.0088E+14,2,10,2,17,2,9,2,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5260223
